"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-05","1.91","88","71"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-06","0.24","97","73"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-07","0.02","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-08","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-09","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-10","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-11","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-12","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-13","0.00","95","82"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-14","0.00","94","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-15","0.20","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-16","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-17","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-18","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-19","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-20","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-21","0.02","95","77"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-22","0.00","96","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-23","0.00","97","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-24","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-25","0.00","95","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-26","0.00","95","75"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-27","0.12","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-28","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-29","0.00","95","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-11-30","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-01","0.00","93","85"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-02","0.46","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-03","0.00","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-04","0.06","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-05","0.15","97","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-06","0.00","98","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-07","0.00","97","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-08","0.00","97","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-09","0.00","99","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-10","0.00","96","82"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-11","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-12","0.06","96","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-13","0.01","97","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-14","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-15","0.79","94","71"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-16","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-17","0.00","96","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-18","0.00","97","76"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-19","0.00","96","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-20","0.00","95","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-21","0.21","95","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-22","0.00","97","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-23","0.00","96","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-24","0.00","97","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-25","0.38","96","73"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-26","0.00","96","80"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-27","0.00","94","86"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-28","0.02","93","74"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-29","0.02","94","81"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-30","0.14","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2019-12-31","0.01","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-01","0.23","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-02","0.13","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-03","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-04","0.00","95","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-05","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-06","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-07","0.19","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-08","0.19","90","81"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-09","0.10","88","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-10","1.43","81","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-11","2.40","86","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-12","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-13","0.02","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-14","0.17","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-15","0.06","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-16","0.00","94","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-17","0.00","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-18","0.80","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-19","0.01","88","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-20","1.02","86","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-21","2.93","86","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-22","3.46","83","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-23","2.16","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-24","0.00","92","81"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-25","0.00","92","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-26","0.00","93","82"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-27","0.00","93","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-28","0.00","93","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-29","0.06","90","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-30","0.24","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-01-31","0.24","92","81"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-01","0.00","92","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-02","0.00","92","85"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-03","0.01","91","82"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-04","0.05","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-05","0.14","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-06","0.01","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-07","0.00","94","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-08","0.06","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-09","0.00","93","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-10","0.30","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-11","0.91","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-12","0.00","94","81"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-13","0.00","95","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-14","0.00","94","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-15","0.00","94","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-16","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-17","0.00","94","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-18","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-19","0.06","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-20","1.59","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-21","1.50","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-22","1.52","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-23","0.00","93","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-24","0.00","93","84"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-25","0.00","93","83"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-26","0.00","91","85"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-27","1.00","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-28","1.35","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-02-29","0.04","90","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-01","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-02","0.50","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-03","0.10","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-04","0.73","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-05","0.00","91","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-06","0.00","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-07","2.22","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-08","0.16","88","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-09","2.38","81","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-10","2.62","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-11","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-12","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-13","0.00","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-14","0.00","93","82"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-15","1.06","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-16","0.11","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-17","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-18","0.06","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-19","0.11","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-20","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-21","0.00","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-22","0.00","95","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-23","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-24","0.16","89","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-25","0.73","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-26","0.02","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-27","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-28","0.00","95","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-29","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-30","0.00","97","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-03-31","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-01","0.06","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-02","0.00","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-03","0.97","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-04","0.01","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-05","1.17","85","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-06","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-07","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-08","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-09","0.21","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-10","0.00","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-11","0.75","85","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-12","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-13","0.91","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-14","0.17","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-15","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-16","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-17","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-18","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-19","0.29","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-20","0.02","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-21","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-22","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-23","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-24","0.00","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-25","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-26","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-27","0.00","95","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-28","0.00","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-29","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-04-30","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-01","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-02","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-03","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-04","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-05","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-06","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-07","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-08","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-09","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-10","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-11","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-12","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-13","0.00","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-14","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-15","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-16","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-17","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-18","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-19","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-20","0.03","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-21","0.00","84","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-22","0.02","77","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-23","0.01","78","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-24","0.00","81","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-25","0.00","86","66"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-26","0.00","86","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-27","0.00","88","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-28","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-29","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-30","0.00","91","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-05-31","0.00","90","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-01","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-02","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-03","0.00","88","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-04","0.00","87","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-05","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-06","0.00","89","63"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-07","0.00","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-08","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-09","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-10","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-11","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-12","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-13","0.00","90","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-14","0.00","93","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-15","0.00","95","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-16","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-17","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-18","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-19","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-20","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-21","0.05","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-22","0.00","88","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-23","0.00","89","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-24","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-25","0.00","89","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-26","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-27","0.00","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-28","0.00","91","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-29","0.00","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-06-30","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-01","0.00","87","66"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-02","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-03","0.00","92","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-04","0.00","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-05","0.00","86","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-06","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-07","0.00","88","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-08","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-09","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-10","0.00","92","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-11","0.00","95","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-12","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-13","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-14","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-15","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-16","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-17","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-18","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-19","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-20","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-21","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-22","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-23","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-24","0.00","89","62"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-25","0.00","91","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-26","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-27","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-28","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-29","0.00","89","62"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-30","0.00","88","61"
"ASN00014015","DARWIN AIRPORT, AS","2020-07-31","0.00","90","62"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-01","0.00","90","63"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-02","0.00","87","64"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-03","0.00","86","64"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-04","0.00","88","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-05","0.00","86","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-06","0.00","87","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-07","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-08","0.00","94","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-09","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-10","0.00","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-11","0.00","87","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-12","0.00","88","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-13","0.00","89","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-14","0.00","89","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-15","0.00","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-16","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-17","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-18","0.00","88","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-19","0.00","87","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-20","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-21","0.00","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-22","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-23","0.00","94","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-24","0.00","95","68"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-25","0.00","96","65"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-26","0.00","95","64"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-27","0.00","98","67"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-28","0.00","96","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-29","0.00","93","69"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-30","0.00","95","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-08-31","0.00","94","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-01","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-02","0.00","96","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-03","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-04","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-05","0.00","96","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-06","0.00","98","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-07","0.00","95","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-08","0.00","99","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-09","0.00","96","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-10","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-11","0.00","94","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-12","0.00","95","71"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-13","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-14","0.00","96","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-15","0.00","96","72"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-16","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-17","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-18","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-19","0.39","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-20","1.99","89","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-21","0.69","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-22","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-23","0.05","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-24","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-25","0.31","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-26","0.02","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-27","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-28","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-29","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-09-30","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-01","0.13","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-02","0.00","95","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-03","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-04","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-05","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-06","1.39","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-07","0.02","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-08","4.70","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-09","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-10","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-11","0.00","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-12","0.00","96","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-13","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-14","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-15","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-16","0.00","90","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-17","0.19","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-18","0.01","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-19","0.00","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-20","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-21","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-22","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-23","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-24","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-25","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-26","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2020-10-27","0.00","92","78"
